가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
패밀리마트(무양중앙점)~축협사거리,36.418434,128.155075,36.418892,128.159179,감나무,70,400,,양쪽에 감나무가 식재되어 있어 가을이되면  가을 정취를 흠씬 느낄 수 있음,,,패밀리마트(무양중앙점)~축협사거리,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
패밀리마트(무양중앙점)~버스터미널,36.418434,128.155075,36.418414,128.153264,감나무,55,300,,양쪽에 감나무가 식재되어 있어 가을이되면  가을 정취를 흠씬 느낄 수 있음,,,패밀리마트(무양중앙점)~버스터미널,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
축협사거리~복룡지하차도,36.418875,128.159095,36.419523,128.163537,감나무,87,300,,양쪽에 감나무가 식재되어 있어 가을이되면  가을 정취를 흠씬 느낄 수 있음,,,축협사거리~복룡지하차도,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
상락유치원~상주원예농협,36.418972,128.173771,36.418139,128.152562,감나무,49,200,,양쪽에 감나무가 식재되어 있어 가을이되면  가을 정취를 흠씬 느낄 수 있음,,,상락유치원~상주원예농협,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
상주보~상하수도사업소,36.435432,128.246033,36.436397,158.239748,이팝나무,160,1000,2014,이팝나무가 양쪽으로 식재,,,상주보~상하수도사업소,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
모서삼포순환로,36.350466,127.955244,36.341713,127.966024,은행나무,270,2500,2014,가을이면 도로를 따라 은행잎이 예쁘게 물들어 아름다운 길,,,모서삼포순환로,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
계산동 메타세콰이어,36.432818,128.158517,36.432747,128.149975,메타세쿼이아,77,1000,,쭉쭉뻗은 메타세콰이어 나무가 보기만 해도 시원하여 기분이 좋아짐,,,계산동,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
세천~봉강교,36.395325,127.940802,36.470169,128.141862,회화나무,370,2500,2014,한여름 나비모양의 연노랑 꽃이 시간차를 두고 피어 아름다운 길,,,세천~봉강교,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
상주곶감공원진입로,36.369745,128.104497,36.374995,128.104531,감나무,55,550,2014,곶감공원 으로 가는 진입로에 심어 공원이미지랑 잘 어울림,,,상주곶감공원진입로,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
외서 우산재,36.485649,128.088803,36.486823,128.080866,왕벚나무,108,4000,2011,봄이면 하얀 벚꽃이 만개하여 아름다운 경치를 이룸,,,외서 우산재,054-537-7530,경상북도 상주시청,2021-10-21,5110000,경상북도 상주시
경기대로,37.046059,127.060042,37.027651,127.071045,왕벚+은행+느티+양버즘+이팝+단풍,841,3086,,도로 좌우쪽으로 왕벚+은행+느티+양버즘+이팝+단풍나무가 심겨져 있어 아름다운 경관 연출,경기대로,,장당삼거리~갈곶리삼거리,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
송탄로,37.046059,127.060042,37.084508,127.057935,왕벚,448,3710,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,송탄로,,장당삼거리~목천고가오거리,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
탄현로,37.054257,127.055228,37.087706,127.062669,느티+은행+왕벚,459,2315,,도로 좌우쪽으로 느티+은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,탄현로,,파고다택시사거리~오좌사거리,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
서정역로,37.054257,127.055228,37.059427,127.053991,왕벚+목련+은행,159,1161,,도로 좌우쪽으로 왕벚+목련+은행나무가 심겨져 있어 아름다운 경관 연출,서정역로,,파고다택시사거리~역전가구중고마트,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
탄현1로,37.066707,127.052947,37.079312,127.054166,이팝+왕벚,335,2160,,도로 좌우쪽으로 이팝+왕벚나무가 심겨져 있어 아름다운 경관 연출,탄현1로,,CU평택영광점~신장육교,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
추담로,37.053361,127.074311,37.065187,127.071538,이팝+왕벚,566,2927,,도로 좌우쪽으로 이팝+왕벚나무가 심겨져 있어 아름다운 경관 연출,추담로,,밥이랑국시~이충레포츠공원,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
서정로,37.076213,127.038961,37.070526,127.049658,은행,203,1915,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,서정로,,개나리아파트~복창초등학교,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
서정북로,37.070552,127.049743,37.071121,127.059587,은행,44,226,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,서정북로,,북창초등학교~서정주공2단지사거리,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
장안웃길,37.062846,127.075595,37.064699,127.069717,왕벚,197,900,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,장안웃길,,평택 장안동 산 82-1~이충레포츠공원출입구,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
서정로,37.065448,127.063817,37.065196,127.071592,왕벚+칠엽수,98,554,,도로 좌우쪽으로 왕벚+칠엽수나무가 심겨져 있어 아름다운 경관 연출,서정로,,개나리아파트~복창초등학교,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
서정남로,37.060497,127.053862,37.069873,127.055734,왕벚,14,196,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,서정남로,,SK 서정주유소~서정공원,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
두릉3길,37.062337,127.030483,37.064093,127.023433,왕벚,149,618,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,두릉3길,,평택 고덕면 두릉리 22~두릉1리 버스정류장,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
문곡2길,37.058841,127.015242,37.060923,127.014732,은행,91,648,,도로 좌우쪽으로 은행 나무가 심겨져 있어 아름다운 경관 연출,문곡2길,,문곡교~평택 고덕면 문곡리 707,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
송월로,37.073968,127.049011,37.082475,127.053475,은행,131,597,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,송월로,,일신가든 APT~캐피탈호텔,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
청원로,37.052089,127.052194,37.052554,127.059892,왕벚,66,571,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,청원로,,건성1교~현대아파트 사거리,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
청원로,37.052597,127.060172,37.044022,127.099273,왕벚+은행,469,3798,,도로 좌우쪽으로 왕벚+은행나무가 심겨져 있어 아름다운 경관 연출,청원로,,건성1교~현대아파트 사거리,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
삼남로,37.037365,127.097727,37.095931,127.089583,왕벚,930,5644,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,삼남로,,평택 도일동 산 284~봉남교,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
지산로115/140번길,37.081828,127.069128,37.081613,127.067495,왕벚+은행,103,919,,도로 좌우쪽으로 왕벚+은행나무가 심겨져 있어 아름다운 경관 연출,지산로115번길+지산로140번길,,지산코아루 APT 101동~락토맨션201동,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
신장로,37.079141,127.054796,37.090141,127.053442,왕벚+은행,321,1700,,도로 좌우쪽으로 왕벚+은행나무가 심겨져 있어 아름다운 경관 연출,신장로,,신장육교사거리~장안들,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
낙동남로,35.101762,128.838249,35.111587,128.932046,왕벚나무+느티나무,2660,10.6,1980,왕벚나무 가로수 길로 이루어 져있음,낙동남로,국도,명지IC용원삼거리,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
낙동북로,35.207168,128.988907,35.222724,128.927564,은행나무+왕벚나무+느티나무+개잎갈나무,1169,5.5,1980,은행나무 가로수 길로써 가을철 노랑색 잎이 인상적임,낙동북로,국도,구포대교김해교,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
대저로,35.211249,128.984389,35.214141,128.953472,버즘나무,128,3,1980,대경목인 버즘나무가 가로수로 이루어 져있음,대저로,지방도,대저1동 2630대저1동 1625,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
공항로,35.242695,128.983524,35.111509,128.931198,왕벚나무+회화나무,2978,14.6,2002,왕벚나무 가로수 길로 봄철 꽃이 인상적임,공항로,광역시도,대동명지IC,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
대저중앙로,35.214916,128.988345,35.218211,128.952277,왕벚나무+은행나무+느티나무,470,2.9,1980,왕벚나무 가로수 길로 이루어 져있음,대저중앙로,지방도,변덕마을부산교도소,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
낙동제방 자전거도로,35.213351,128.980656,35.111434,128.931041,왕벚나무,2718,10,2002,왕벚나무 가로수길,낙동제방 자전거도로,지방도,대저수문명지IC,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
공항진입로,35.180838,128.957901,35.170514,128.952402,왕벚나무+향나무,207,1.1,2002,왕벚나무 가로수 길임,공항진입로,지방도,공항사거리공항주차장,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
서부산유통단지로,35.169204,128.959614,35.160881,128.948924,왕벚나무+느티나무+이팝나무+가시나무,894,3.1,2010,서부산유통단지 내 가로수 길임,서부산유통단지로,지방도,서부산유통단지 내,051-970-4521,부산광역시 강서구,2022-01-25,3360000,부산광역시 강서구
쇼핑로,37.079141,127.054166,37.078627,127.052707,느티+비자,18,394,,도로 좌우쪽으로 느티+비자나무가 심겨져 있어 아름다운 경관 연출,쇼핑로,,신장육교~피닉스호텔,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
신장근린공원전면도로,37.084014,127.052995,37.087981,127.050071,왕벚,8,236,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,신장근린공원전면도로,,평택 신장동 327-83~평택 신장동 370-13,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
남산로,37.085569,127.049493,37.087226,127.048017,은행,21,214,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,남산로,,동오타일~파라다이스빌,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
방여울로39번길,37.045097,127.087426,37.048919,127.087768,왕벚,59,441,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,방여울로39번길,,평택 가재동 250-4~평택물류,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
동부대로,37.104802,127.082754,37.125278,127.078994,왕벚,213,1253,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,동부대로,,견산1교차로~평택 진위면 갈곶리 136-9,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
진위산단로,37.118924,127.084144,37.125289,127.083534,느티+은행,456,2352,,도로 좌우쪽으로 느티+은행나무가 심겨져 있어 아름다운 경관 연출,진위산단로,,후북지~동양이엔피,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
방꼬지길,37.113009,127.063087,37.129892,127.051961,왕벚,65,765,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,방꼬지길,,사리교차로~평택 서탄면 수월암리 1191,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
마두길,37.109255,127.019863,37.112426,127.014016,단풍+은행+왕벚,216,1677,,도로 좌우쪽으로 단풍+은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,마두길,,평택 서탄면 마두리 29-2~평택 서탄면 마두리 103-4,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
서탄로,37.103552,127.063731,37.129867,127.017773,은행+왕벚+메타세콰이아,463,2855,,도로 좌우쪽으로 은행+왕벚+메타세콰이아나무가 심겨져 있어 아름다운 경관 연출,서탄로,,서탄입구삼거리~제기리구주제약 버스정류장,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
하북2길,37.104042,127.056882,37.104305,127.052556,왕벚,89,433,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,하북2길,,하북3리 버스정류장~하북2리 버스정류장,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
야막리하천변,37.122741,127.058247,37.122708,127.063265,왕벚,63,573,,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,야막리하천변,,평택 진위면 야막리 1~명일테크,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
발안로,37.123981,127.001123,37.135735,127.035168,은행,143,1125,,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,발안로,,수직교~정림입구 버스정류장,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
엘지로,37.123144,127.065636,37.129165,127.089527,이팝+은행+느티+왕벚,266,2088,,도로 좌우쪽으로 이팝+은행+느티+왕벚나무가 심겨져 있어 아름다운 경관 연출,엘지로,,야막리입구사거리~평택 진위면 청호리 361,031-8024-6551,송탄출장소 건축녹지과,2021-08-31,3910000,경기도 평택시
